iteration	evaluations	runtime[s]	distance[MIN]
1	5	0.003	15016.3490209899
2	10	0.006	15016.3490209899
3	15	0.008	15016.3490209899
4	20	0.009	15016.3490209899
5	25	0.01	14830.325762047403
6	30	0.011	14694.652305872874
7	35	0.012	14678.841751653883
8	40	0.013	14678.841751653883
9	45	0.014	14678.841751653883
10	50	0.015	14658.645530900918
11	55	0.016	14604.659776184202
12	60	0.017	14604.659776184202
13	65	0.018	14604.659776184202
14	70	0.019	14604.659776184202
15	75	0.02	14489.951574813003
16	80	0.021	14448.558455482962
17	85	0.022	14397.398281927455
18	90	0.023	14397.398281927455
19	95	0.024	14358.701335267333
20	100	0.025	14318.414451398208
21	105	0.025	14318.414451398208
22	110	0.026	14271.115431112017
23	115	0.027	14271.115431112017
24	120	0.027	14271.115431112017
25	125	0.028	14271.115431112017
26	130	0.028	14271.115431112017
27	135	0.029	14205.602209638733
28	140	0.03	14205.602209638733
29	145	0.03	14205.602209638733
30	150	0.031	14205.602209638733
31	155	0.031	14140.975889833224
32	160	0.032	14140.975889833224
33	165	0.032	14140.975889833224
34	170	0.033	14140.975889833224
35	175	0.034	14133.793843624559
36	180	0.034	14133.793843624559
37	185	0.035	14133.793843624559
38	190	0.035	14133.793843624559
39	195	0.036	14010.325041333743
40	200	0.036	14010.325041333743
41	205	0.037	13955.901039096245
42	210	0.037	13955.901039096245
43	215	0.038	13955.901039096245
44	220	0.038	13954.959574074173
45	225	0.039	13954.959574074173
46	230	0.039	13901.663575594457
47	235	0.04	13901.663575594457
48	240	0.041	13901.663575594457
49	245	0.041	13901.663575594457
50	250	0.041	13901.663575594457
51	255	0.042	13901.663575594457
52	260	0.043	13901.663575594457
53	265	0.043	13901.663575594457
54	270	0.043	13901.663575594457
55	275	0.044	13808.714072115947
56	280	0.044	13662.830375818061
57	285	0.045	13662.830375818061
58	290	0.045	13662.830375818061
59	295	0.046	13658.971015457302
60	300	0.046	13658.971015457302
61	305	0.046	13658.971015457302
62	310	0.047	13658.971015457302
63	315	0.047	13658.971015457302
64	320	0.048	13596.159440021345
65	325	0.048	13596.159440021345
66	330	0.049	13596.159440021345
67	335	0.05	13587.743204076762
68	340	0.05	13544.812670883724
69	345	0.051	13544.812670883724
70	350	0.051	13536.551920784827
71	355	0.052	13514.508610383587
72	360	0.052	13514.508610383587
73	365	0.052	13512.61264561121
74	370	0.053	13474.276849122085
75	375	0.053	13474.276849122085
76	380	0.054	13474.276849122085
77	385	0.054	13314.929133304693
78	390	0.055	13314.929133304693
79	395	0.055	13314.929133304693
80	400	0.056	13314.929133304693
81	405	0.056	13314.929133304693
82	410	0.057	13314.929133304693
83	415	0.057	13314.929133304693
84	420	0.057	13314.929133304693
85	425	0.058	13314.929133304693
86	430	0.058	13314.929133304693
87	435	0.059	13314.929133304693
88	440	0.06	13314.929133304693
89	445	0.06	13258.089537811029
90	450	0.061	13258.089537811029
91	455	0.061	13151.750947451681
92	460	0.061	13151.750947451681
93	465	0.062	13151.750947451681
94	470	0.062	13151.750947451681
95	475	0.062	13151.750947451681
96	480	0.063	13151.750947451681
97	485	0.063	13151.750947451681
98	490	0.063	12999.74130156319
99	495	0.063	12999.74130156319
100	500	0.064	12997.609606727205
101	505	0.064	12997.609606727205
102	510	0.064	12997.609606727205
103	515	0.065	12997.609606727205
104	520	0.065	12974.208742976334
105	525	0.065	12974.208742976334
106	530	0.066	12967.9351895769
107	535	0.066	12967.9351895769
108	540	0.067	12967.9351895769
109	545	0.067	12967.9351895769
110	550	0.067	12906.53386468107
111	555	0.067	12906.53386468107
112	560	0.068	12906.53386468107
113	565	0.068	12906.53386468107
114	570	0.068	12906.53386468107
115	575	0.069	12906.267632535404
116	580	0.069	12851.919935609338
117	585	0.069	12851.919935609338
118	590	0.07	12851.919935609338
119	595	0.07	12851.919935609338
120	600	0.07	12851.919935609338
121	605	0.071	12828.795666280657
122	610	0.071	12828.795666280657
123	615	0.071	12828.795666280657
124	620	0.072	12808.966848147167
125	625	0.072	12790.927653255654
126	630	0.072	12790.927653255654
127	635	0.073	12790.927653255654
128	640	0.073	12778.54252313378
129	645	0.073	12778.54252313378
130	650	0.074	12739.46701392466
131	655	0.074	12739.46701392466
132	660	0.074	12739.46701392466
133	665	0.075	12739.46701392466
134	670	0.075	12739.46701392466
135	675	0.075	12699.170339785942
136	680	0.075	12699.170339785942
137	685	0.076	12680.175959653861
138	690	0.076	12680.175959653861
139	695	0.077	12663.35780679494
140	700	0.077	12663.35780679494
141	705	0.077	12663.35780679494
142	710	0.077	12663.35780679494
143	715	0.078	12663.35780679494
144	720	0.078	12663.35780679494
145	725	0.078	12642.122237218517
146	730	0.079	12599.75888845232
147	735	0.079	12599.75888845232
148	740	0.079	12599.75888845232
149	745	0.079	12599.75888845232
150	750	0.08	12599.75888845232
151	755	0.08	12599.75888845232
152	760	0.08	12599.75888845232
153	765	0.08	12590.07559850227
154	770	0.081	12585.942732530633
155	775	0.081	12585.942732530633
156	780	0.081	12585.942732530633
157	785	0.082	12585.942732530633
158	790	0.082	12585.942732530633
159	795	0.082	12585.942732530633
160	800	0.083	12585.942732530633
161	805	0.083	12585.942732530633
162	810	0.085	12585.942732530633
163	815	0.086	12585.942732530633
164	820	0.086	12585.942732530633
165	825	0.086	12529.478389929182
166	830	0.087	12529.478389929182
167	835	0.087	12529.478389929182
168	840	0.087	12529.478389929182
169	845	0.088	12529.478389929182
170	850	0.088	12529.478389929182
171	855	0.088	12520.65555490165
172	860	0.089	12520.65555490165
173	865	0.089	12520.65555490165
174	870	0.089	12520.65555490165
175	875	0.089	12520.65555490165
176	880	0.09	12495.556509578071
177	885	0.09	12411.893902472988
178	890	0.09	12411.893902472988
179	895	0.091	12411.893902472988
180	900	0.091	12411.893902472988
181	905	0.091	12380.566158123058
182	910	0.092	12380.566158123058
183	915	0.092	12348.438589531586
184	920	0.092	12348.438589531586
185	925	0.092	12348.438589531586
186	930	0.092	12348.438589531586
187	935	0.093	12348.438589531586
188	940	0.093	12348.438589531586
189	945	0.093	12334.414290030927
190	950	0.093	12334.414290030927
191	955	0.094	12334.414290030927
192	960	0.094	12334.414290030927
193	965	0.095	12334.414290030927
194	970	0.095	12334.414290030927
195	975	0.096	12334.414290030927
196	980	0.096	12316.880873253922
197	985	0.096	12316.880873253922
198	990	0.097	12316.880873253922
199	995	0.097	12237.605805790328
200	1000	0.097	12237.605805790328
201	1005	0.097	12237.605805790328
202	1010	0.098	12237.605805790328
203	1015	0.098	12236.333773123384
204	1020	0.098	12165.009898883516
205	1025	0.099	12141.017911869156
206	1030	0.099	12141.017911869156
207	1035	0.099	12133.359380197959
208	1040	0.1	12125.463001461612
209	1045	0.1	12113.53474913408
210	1050	0.101	12113.53474913408
211	1055	0.101	12113.53474913408
212	1060	0.102	12113.53474913408
213	1065	0.102	12069.311947449867
214	1070	0.102	12069.311947449867
215	1075	0.103	12069.311947449867
216	1080	0.103	12069.311947449867
217	1085	0.103	12069.311947449867
218	1090	0.103	12069.311947449867
219	1095	0.104	12069.311947449867
220	1100	0.104	12069.311947449867
221	1105	0.104	12069.311947449867
222	1110	0.105	12069.311947449867
223	1115	0.105	12069.311947449867
224	1120	0.105	12069.311947449867
225	1125	0.105	12069.311947449867
226	1130	0.106	12069.311947449867
227	1135	0.106	12047.955712750678
228	1140	0.106	12047.955712750678
229	1145	0.107	12047.955712750678
230	1150	0.107	12031.301356094391
231	1155	0.107	12031.301356094391
232	1160	0.107	12031.301356094391
233	1165	0.107	12031.301356094391
234	1170	0.108	12031.301356094391
235	1175	0.108	12031.301356094391
236	1180	0.108	12031.301356094391
237	1185	0.109	12031.301356094391
238	1190	0.109	12016.006135198597
239	1195	0.109	12016.006135198597
240	1200	0.109	12016.006135198597
241	1205	0.11	12016.006135198597
242	1210	0.11	12016.006135198597
243	1215	0.11	11952.394869506123
244	1220	0.111	11952.394869506123
245	1225	0.111	11952.394869506123
246	1230	0.111	11952.394869506123
247	1235	0.112	11952.394869506123
248	1240	0.112	11952.394869506123
249	1245	0.112	11952.394869506123
250	1250	0.112	11952.394869506123
251	1255	0.113	11952.394869506123
252	1260	0.113	11952.394869506123
253	1265	0.113	11922.31489944932
254	1270	0.114	11922.31489944932
255	1275	0.114	11922.31489944932
256	1280	0.114	11922.31489944932
257	1285	0.115	11922.31489944932
258	1290	0.115	11922.31489944932
259	1295	0.115	11922.31489944932
260	1300	0.116	11922.31489944932
261	1305	0.116	11918.658994708021
262	1310	0.116	11918.658994708021
263	1315	0.117	11918.658994708021
264	1320	0.117	11918.658994708021
265	1325	0.118	11915.916285036132
266	1330	0.118	11915.916285036132
267	1335	0.119	11915.916285036132
268	1340	0.119	11907.860481660322
269	1345	0.119	11907.860481660322
270	1350	0.12	11907.860481660322
271	1355	0.12	11907.860481660322
272	1360	0.12	11907.860481660322
273	1365	0.12	11907.860481660322
274	1370	0.121	11907.860481660322
275	1375	0.121	11907.860481660322
276	1380	0.121	11907.860481660322
277	1385	0.121	11907.860481660322
278	1390	0.122	11907.860481660322
279	1395	0.122	11907.860481660322
280	1400	0.122	11907.860481660322
281	1405	0.123	11907.787058239774
282	1410	0.123	11907.34260823698
283	1415	0.123	11907.34260823698
284	1420	0.123	11907.34260823698
285	1425	0.124	11907.34260823698
286	1430	0.124	11907.34260823698
287	1435	0.124	11888.651138510915
288	1440	0.124	11888.651138510915
289	1445	0.125	11848.609706232357
290	1450	0.125	11848.609706232357
291	1455	0.125	11848.609706232357
292	1460	0.125	11848.609706232357
293	1465	0.126	11848.609706232357
294	1470	0.126	11848.609706232357
295	1475	0.126	11848.609706232357
296	1480	0.126	11848.609706232357
297	1485	0.127	11848.609706232357
298	1490	0.127	11848.609706232357
299	1495	0.127	11848.609706232357
300	1500	0.128	11808.118024764743
301	1505	0.128	11808.118024764743
302	1510	0.128	11808.118024764743
303	1515	0.128	11785.810113448159
304	1520	0.129	11785.810113448159
305	1525	0.129	11785.810113448159
306	1530	0.129	11753.979643252449
307	1535	0.129	11753.979643252449
308	1540	0.13	11753.979643252449
309	1545	0.13	11753.979643252449
310	1550	0.13	11723.541051921053
311	1555	0.131	11723.541051921053
312	1560	0.131	11723.541051921053
313	1565	0.131	11723.541051921053
314	1570	0.131	11723.541051921053
315	1575	0.132	11723.541051921053
316	1580	0.132	11723.541051921053
317	1585	0.132	11723.541051921053
318	1590	0.132	11723.541051921053
319	1595	0.132	11723.541051921053
320	1600	0.133	11700.90309030239
321	1605	0.133	11700.90309030239
322	1610	0.133	11700.90309030239
323	1615	0.133	11700.90309030239
324	1620	0.134	11700.90309030239
325	1625	0.134	11700.90309030239
326	1630	0.134	11700.90309030239
327	1635	0.134	11700.90309030239
328	1640	0.134	11700.90309030239
329	1645	0.135	11700.90309030239
330	1650	0.135	11700.90309030239
331	1655	0.135	11700.90309030239
332	1660	0.135	11700.90309030239
333	1665	0.136	11691.629182160514
334	1670	0.136	11691.629182160514
335	1675	0.136	11655.844352151798
336	1680	0.136	11655.844352151798
337	1685	0.137	11655.844352151798
338	1690	0.137	11655.844352151798
339	1695	0.137	11655.844352151798
340	1700	0.137	11655.844352151798
341	1705	0.137	11655.844352151798
342	1710	0.138	11655.844352151798
343	1715	0.138	11655.844352151798
344	1720	0.138	11655.844352151798
345	1725	0.138	11655.844352151798
346	1730	0.138	11651.150486861434
347	1735	0.139	11651.150486861434
348	1740	0.139	11651.150486861434
349	1745	0.139	11651.150486861434
350	1750	0.139	11643.163399095713
351	1755	0.139	11628.393627812446
352	1760	0.14	11585.999924972346
353	1765	0.14	11585.999924972346
354	1770	0.14	11585.999924972346
355	1775	0.14	11585.999924972346
356	1780	0.14	11585.999924972346
357	1785	0.141	11585.999924972346
358	1790	0.141	11585.999924972346
359	1795	0.141	11585.999924972346
360	1800	0.141	11465.840507154857
361	1805	0.141	11465.840507154857
362	1810	0.142	11465.840507154857
363	1815	0.142	11465.840507154857
364	1820	0.142	11465.840507154857
365	1825	0.142	11446.562559360756
366	1830	0.142	11446.562559360756
367	1835	0.142	11446.562559360756
368	1840	0.143	11410.994138807053
369	1845	0.143	11410.994138807053
370	1850	0.143	11410.994138807053
371	1855	0.143	11410.994138807053
372	1860	0.143	11324.724202917476
373	1865	0.144	11324.724202917476
374	1870	0.144	11324.724202917476
375	1875	0.144	11324.724202917476
376	1880	0.144	11324.724202917476
377	1885	0.144	11316.911824121718
378	1890	0.144	11316.911824121718
379	1895	0.145	11316.911824121718
380	1900	0.145	11316.911824121718
381	1905	0.145	11316.911824121718
382	1910	0.145	11316.911824121718
383	1915	0.146	11316.911824121718
384	1920	0.146	11308.468195656762
385	1925	0.146	11272.314963277362
386	1930	0.146	11272.314963277362
387	1935	0.147	11272.314963277362
388	1940	0.147	11272.314963277362
389	1945	0.147	11272.314963277362
390	1950	0.147	11272.314963277362
391	1955	0.147	11272.314963277362
392	1960	0.148	11267.744962471264
393	1965	0.148	11267.744962471264
394	1970	0.148	11267.744962471264
395	1975	0.148	11176.210163577953
396	1980	0.148	11176.210163577953
397	1985	0.148	11176.210163577953
398	1990	0.149	11176.210163577953
399	1995	0.149	11176.210163577953
400	2000	0.149	11176.210163577953
401	2005	0.149	11176.210163577953
402	2010	0.149	11176.210163577953
403	2015	0.15	11176.210163577953
404	2020	0.15	11176.210163577953
405	2025	0.15	11176.210163577953
406	2030	0.15	11176.210163577953
407	2035	0.15	11176.210163577953
408	2040	0.15	11176.210163577953
409	2045	0.151	11176.210163577953
410	2050	0.151	11176.210163577953
411	2055	0.151	11176.210163577953
412	2060	0.151	11176.210163577953
413	2065	0.151	11176.210163577953
414	2070	0.152	11176.210163577953
415	2075	0.152	11176.210163577953
416	2080	0.152	11176.210163577953
417	2085	0.152	11176.210163577953
418	2090	0.152	11176.210163577953
419	2095	0.152	11176.210163577953
420	2100	0.153	11176.210163577953
421	2105	0.153	11176.210163577953
422	2110	0.153	11176.210163577953
