iteration	evaluations	runtime[s]	distance[MIN]
1	5	0.003	15140.52848053913
2	10	0.006	15140.52848053913
3	15	0.007	15140.52848053913
4	20	0.009	15101.2704652738
5	25	0.01	15101.2704652738
6	30	0.011	15095.887175808131
7	35	0.012	15095.887175808131
8	40	0.013	15095.887175808131
9	45	0.014	15056.629160542801
10	50	0.015	15056.629160542801
11	55	0.016	15035.24550122094
12	60	0.017	14997.963848994525
13	65	0.018	14992.488315013316
14	70	0.019	14986.439891537248
15	75	0.02	14968.122838941897
16	80	0.021	14961.517158169212
17	85	0.021	14961.517158169212
18	90	0.022	14961.517158169212
19	95	0.023	14900.974057604892
20	100	0.024	14900.974057604892
21	105	0.025	14900.974057604892
22	110	0.025	14900.974057604892
23	115	0.026	14900.974057604892
24	120	0.027	14869.79012375324
25	125	0.027	14821.863470819102
26	130	0.028	14821.863470819102
27	135	0.028	14798.654656428605
28	140	0.029	14798.654656428605
29	145	0.03	14794.513389491058
30	150	0.03	14735.061524984058
31	155	0.031	14735.061524984058
32	160	0.031	14735.061524984058
33	165	0.032	14735.061524984058
34	170	0.032	14735.061524984058
35	175	0.033	14618.236094630158
36	180	0.033	14605.686391943691
37	185	0.034	14605.686391943691
38	190	0.034	14596.092172613158
39	195	0.035	14526.635037870612
40	200	0.035	14526.635037870612
41	205	0.036	14502.73917965669
42	210	0.036	14502.73917965669
43	215	0.037	14502.73917965669
44	220	0.037	14502.73917965669
45	225	0.038	14502.016167827893
46	230	0.038	14484.843007876489
47	235	0.039	14484.843007876489
48	240	0.039	14484.843007876489
49	245	0.04	14457.61527748918
50	250	0.04	14457.61527748918
51	255	0.04	14457.61527748918
52	260	0.041	14457.61527748918
53	265	0.041	14413.939459470641
54	270	0.042	14413.939459470641
55	275	0.042	14364.707233839907
56	280	0.043	14364.707233839907
57	285	0.043	14364.707233839907
58	290	0.043	14294.355153904404
59	295	0.044	14294.355153904404
60	300	0.044	14244.718047953393
61	305	0.045	14244.718047953393
62	310	0.045	14244.718047953393
63	315	0.046	14244.718047953393
64	320	0.046	14138.413101466718
65	325	0.047	14138.413101466718
66	330	0.047	14138.413101466718
67	335	0.048	14138.413101466718
68	340	0.048	14138.413101466718
69	345	0.048	14138.413101466718
70	350	0.049	14138.413101466718
71	355	0.049	14138.413101466718
72	360	0.05	14138.413101466718
73	365	0.05	14085.16869903884
74	370	0.051	14085.16869903884
75	375	0.051	14085.16869903884
76	380	0.052	14079.015609248827
77	385	0.052	14079.015609248827
78	390	0.053	14079.015609248827
79	395	0.053	14079.015609248827
80	400	0.054	14059.507168470926
81	405	0.054	14051.762099488464
82	410	0.054	14051.762099488464
83	415	0.055	14051.762099488464
84	420	0.055	13998.935865327785
85	425	0.056	13998.935865327785
86	430	0.056	13998.935865327785
87	435	0.057	13998.935865327785
88	440	0.057	13922.286604944957
89	445	0.058	13922.286604944957
90	450	0.058	13922.286604944957
91	455	0.058	13922.286604944957
92	460	0.058	13922.286604944957
93	465	0.059	13922.286604944957
94	470	0.059	13922.286604944957
95	475	0.06	13922.286604944957
96	480	0.06	13820.939296095103
97	485	0.06	13820.939296095103
98	490	0.061	13820.939296095103
99	495	0.061	13820.939296095103
100	500	0.061	13700.841729035996
101	505	0.062	13700.841729035996
102	510	0.062	13700.841729035996
103	515	0.062	13700.841729035996
104	520	0.062	13699.787440511604
105	525	0.063	13699.787440511604
106	530	0.063	13699.787440511604
107	535	0.064	13699.787440511604
108	540	0.064	13699.787440511604
109	545	0.064	13686.673316664534
110	550	0.065	13686.673316664534
111	555	0.065	13686.673316664534
112	560	0.065	13675.65767984415
113	565	0.066	13675.65767984415
114	570	0.066	13675.65767984415
115	575	0.066	13658.9965472023
116	580	0.066	13658.9965472023
117	585	0.067	13658.9965472023
118	590	0.067	13658.9965472023
119	595	0.067	13562.208843856053
120	600	0.068	13562.208843856053
121	605	0.068	13562.208843856053
122	610	0.068	13555.696725710763
123	615	0.069	13551.592475198135
124	620	0.069	13551.592475198135
125	625	0.069	13551.592475198135
126	630	0.069	13532.010394760118
127	635	0.07	13532.010394760118
128	640	0.07	13523.942638145167
129	645	0.07	13487.040330778107
130	650	0.071	13487.040330778107
131	655	0.071	13487.040330778107
132	660	0.071	13479.42624233219
133	665	0.071	13479.42624233219
134	670	0.072	13437.316135804705
135	675	0.072	13437.316135804705
136	680	0.072	13437.316135804705
137	685	0.073	13437.316135804705
138	690	0.073	13437.316135804705
139	695	0.073	13437.316135804705
140	700	0.073	13437.316135804705
141	705	0.074	13437.316135804705
142	710	0.074	13414.709385020584
143	715	0.074	13395.48906739209
144	720	0.075	13395.48906739209
145	725	0.075	13395.48906739209
146	730	0.075	13395.48906739209
147	735	0.076	13395.48906739209
148	740	0.076	13395.48906739209
149	745	0.076	13395.48906739209
150	750	0.077	13395.48906739209
151	755	0.077	13395.48906739209
152	760	0.077	13383.613967272922
153	765	0.078	13383.613967272922
154	770	0.078	13379.325806137178
155	775	0.078	13379.325806137178
156	780	0.078	13379.325806137178
157	785	0.079	13373.6321474558
158	790	0.079	13213.897741766212
159	795	0.079	13213.897741766212
160	800	0.079	13213.897741766212
161	805	0.08	13114.142772310068
162	810	0.082	13114.142772310068
163	815	0.083	13114.142772310068
164	820	0.083	13114.142772310068
165	825	0.083	13114.142772310068
166	830	0.084	13114.142772310068
167	835	0.084	13114.142772310068
168	840	0.084	13114.142772310068
169	845	0.084	13093.058338281897
170	850	0.085	13074.740779393476
171	855	0.085	13074.740779393476
172	860	0.085	13074.740779393476
173	865	0.086	13074.740779393476
174	870	0.086	13074.740779393476
175	875	0.086	13053.863352164788
