iteration	evaluations	runtime[s]	distance[MIN]
1	137	0.024	14474.708419873772
2	274	0.044	14456.185701451006
3	411	0.06	14456.185701451006
4	548	0.07	14456.185701451006
5	685	0.081	14408.33037340691
6	822	0.089	14151.932844175995
7	959	0.099	14151.932844175995
8	1096	0.108	14111.3975311406
9	1233	0.116	14027.203257205589
10	1370	0.122	14027.203257205589
11	1507	0.13	13937.18786689296
12	1644	0.14	13937.18786689296
13	1781	0.148	13559.935624977099
14	1918	0.156	13549.561428746541
15	2055	0.163	13549.561428746541
16	2192	0.169	13452.96116203094
17	2329	0.175	13422.45894239095
18	2466	0.181	13422.45894239095
19	2603	0.187	13133.472172639602
20	2740	0.198	13133.472172639602
21	2877	0.203	12917.165973727777
22	3014	0.207	12905.325741639906
23	3151	0.212	12905.325741639906
24	3288	0.216	12868.848452741775
25	3425	0.221	12828.951416074438
26	3562	0.225	12722.634905216695
27	3699	0.23	12715.182048962593
28	3836	0.234	12523.636958690067
29	3973	0.239	12523.636958690067
30	4110	0.244	12466.983299276813
31	4247	0.248	12466.983299276813
32	4384	0.253	12444.481705393171
33	4521	0.258	12376.190590107555
34	4658	0.262	12193.928989177622
35	4795	0.267	12193.928989177622
36	4932	0.271	12133.007676971298
37	5069	0.276	12133.007676971298
38	5206	0.28	12133.007676971298
39	5343	0.284	12133.007676971298
40	5480	0.288	12133.007676971298
41	5617	0.293	12133.007676971298
42	5754	0.298	12133.007676971298
43	5891	0.303	12085.226457669462
44	6028	0.309	12085.226457669462
45	6165	0.313	12006.584004663337
46	6302	0.317	11954.432961973736
47	6439	0.321	11877.71531452045
48	6576	0.325	11877.71531452045
49	6713	0.33	11754.718979728565
50	6850	0.336	11739.4040139448
51	6987	0.341	11739.4040139448
52	7124	0.347	11739.4040139448
53	7261	0.353	11739.4040139448
54	7398	0.358	11714.461186965938
55	7535	0.367	11709.924884454564
56	7672	0.371	11668.684679829801
57	7809	0.375	11668.684679829801
58	7946	0.379	11668.684679829801
59	8083	0.383	11637.845634071911
60	8220	0.387	11637.845634071911
61	8357	0.391	11637.845634071911
62	8494	0.395	11589.346777015347
63	8631	0.398	11589.346777015347
64	8768	0.402	11564.646510847557
65	8905	0.406	11523.274029591475
66	9042	0.411	11523.274029591475
67	9179	0.414	11504.44267829171
68	9316	0.418	11500.832117658052
69	9453	0.422	11470.587474892549
70	9590	0.426	11446.264584132583
71	9727	0.43	11446.264584132583
72	9864	0.434	11393.143173344639
73	10001	0.438	11393.143173344639
74	10138	0.442	11378.275580601296
75	10275	0.446	11378.275580601296
76	10412	0.449	11358.684450230092
77	10549	0.453	11248.703139259405
78	10686	0.457	11248.703139259405
79	10823	0.461	11118.204232388862
80	10960	0.465	11118.204232388862
81	11097	0.469	11118.204232388862
82	11234	0.473	11108.762571046538
83	11371	0.477	11084.132449270319
84	11508	0.481	11033.615131233606
85	11645	0.484	11033.615131233606
86	11782	0.488	11033.615131233606
87	11919	0.492	11028.060187357512
88	12056	0.496	10990.695378569819
89	12193	0.5	10990.695378569819
90	12330	0.507	10974.46306097145
91	12467	0.511	10974.46306097145
92	12604	0.514	10957.653114126511
93	12741	0.518	10906.83292316132
94	12878	0.522	10887.556977918668
95	13015	0.526	10887.556977918668
96	13152	0.53	10879.287577492594
97	13289	0.534	10879.287577492594
98	13426	0.538	10825.920175677611
99	13563	0.542	10824.479007723234
100	13700	0.546	10674.9727441711
101	13837	0.549	10674.9727441711
102	13974	0.553	10674.9727441711
103	14111	0.557	10671.591280442743
104	14248	0.561	10619.942827010564
105	14385	0.565	10574.236128307282
106	14522	0.568	10574.236128307282
107	14659	0.572	10574.236128307282
108	14796	0.576	10574.236128307282
109	14933	0.579	10553.27159187689
110	15070	0.583	10553.27159187689
111	15207	0.586	10513.4395988165
112	15344	0.59	10513.4395988165
113	15481	0.593	10474.039155245373
114	15618	0.597	10396.025972771951
115	15755	0.6	10396.025972771951
116	15892	0.603	10396.025972771951
117	16029	0.607	10377.478581152578
118	16166	0.611	10377.478581152578
119	16303	0.614	10377.478581152578
120	16440	0.617	10377.478581152578
121	16577	0.621	10377.478581152578
122	16714	0.624	10338.600708629672
123	16851	0.628	10338.600708629672
124	16988	0.631	10338.600708629672
125	17125	0.635	10311.231411861867
126	17262	0.643	10311.231411861867
127	17399	0.647	10289.070783531652
128	17536	0.65	10289.070783531652
129	17673	0.654	10242.786687894439
130	17810	0.657	10242.786687894439
131	17947	0.661	10242.786687894439
132	18084	0.664	10242.786687894439
133	18221	0.667	10228.883042057612
134	18358	0.671	10228.883042057612
