iteration	evaluations	runtime[s]	distance[MIN]
1	137	0.023	14891.232081264308
2	274	0.039	14773.015336527795
3	411	0.059	14619.111154985478
4	548	0.07	14619.111154985478
5	685	0.084	14619.111154985478
6	822	0.097	14414.746623365156
7	959	0.108	14170.248793457971
8	1096	0.117	14170.248793457971
9	1233	0.126	14166.756903643802
10	1370	0.134	14097.298640315406
11	1507	0.142	14097.298640315406
12	1644	0.15	14097.298640315406
13	1781	0.158	14097.298640315406
14	1918	0.166	14028.408779302204
15	2055	0.173	14028.408779302204
16	2192	0.181	13707.844766277449
17	2329	0.193	13707.844766277449
18	2466	0.197	13707.844766277449
19	2603	0.202	13707.844766277449
20	2740	0.207	13707.844766277449
21	2877	0.213	13498.032935886995
22	3014	0.218	13480.403104294712
23	3151	0.223	13480.403104294712
24	3288	0.228	13480.403104294712
25	3425	0.233	13413.31239024312
26	3562	0.238	13413.31239024312
27	3699	0.242	13380.104188450674
28	3836	0.247	13364.839441173222
29	3973	0.251	13210.315921262005
30	4110	0.257	13210.315921262005
31	4247	0.261	13132.43198976902
32	4384	0.266	13065.972923479298
33	4521	0.27	13065.972923479298
34	4658	0.275	12973.483559817174
35	4795	0.279	12825.125605706504
36	4932	0.284	12811.955432919369
37	5069	0.288	12811.955432919369
38	5206	0.293	12615.503273966764
39	5343	0.297	12615.503273966764
40	5480	0.302	12615.503273966764
41	5617	0.308	12607.902592147217
42	5754	0.314	12464.546090860236
43	5891	0.32	12464.546090860236
44	6028	0.327	12464.546090860236
45	6165	0.333	12418.488889252225
46	6302	0.343	12293.419207138206
47	6439	0.347	12261.560680253284
48	6576	0.352	12069.652896930524
49	6713	0.356	12069.652896930524
50	6850	0.361	12068.225255376212
51	6987	0.365	12068.225255376212
52	7124	0.37	11969.358222925199
53	7261	0.374	11969.358222925199
54	7398	0.379	11969.358222925199
55	7535	0.383	11969.358222925199
56	7672	0.387	11900.448581967798
57	7809	0.391	11900.448581967798
58	7946	0.395	11900.448581967798
59	8083	0.4	11857.287446819837
60	8220	0.404	11856.251400162597
