iteration	evaluations	runtime[s]	distance[MIN]
1	5	0.003	15653.855632081024
2	10	0.006	15514.049759144038
3	15	0.008	15514.049759144038
4	20	0.009	15470.67959343711
5	25	0.01	15470.67959343711
6	30	0.011	15449.23949568275
7	35	0.012	15417.19641731449
8	40	0.013	15417.19641731449
9	45	0.014	15402.999980399669
10	50	0.015	15374.14567113507
11	55	0.016	15374.14567113507
12	60	0.017	15353.63041981848
13	65	0.018	15353.63041981848
14	70	0.019	15294.939417632519
15	75	0.021	15239.25919925912
16	80	0.021	15239.25919925912
17	85	0.022	15238.897898294495
18	90	0.023	15238.897898294495
19	95	0.024	15179.120661548059
20	100	0.025	15179.120661548059
21	105	0.026	15179.120661548059
22	110	0.027	15179.120661548059
23	115	0.028	15179.120661548059
24	120	0.028	15179.120661548059
25	125	0.029	15179.120661548059
26	130	0.03	15179.120661548059
27	135	0.03	15179.120661548059
28	140	0.031	15106.456500476901
29	145	0.031	15106.456500476901
30	150	0.032	15105.012816614297
31	155	0.033	15105.012816614297
32	160	0.033	15105.012816614297
33	165	0.034	15105.012816614297
34	170	0.034	15105.012816614297
35	175	0.035	15084.260392395076
36	180	0.036	15075.060981487217
37	185	0.036	15000.513111284177
38	190	0.037	15000.513111284177
39	195	0.037	15000.513111284177
40	200	0.038	15000.513111284177
41	205	0.039	15000.513111284177
42	210	0.039	14990.49234920686
43	215	0.04	14953.107824585079
44	220	0.04	14949.109078666772
45	225	0.041	14891.287234546939
46	230	0.041	14830.459550217287
47	235	0.042	14830.459550217287
48	240	0.043	14830.459550217287
49	245	0.043	14765.36628040871
50	250	0.044	14765.36628040871
51	255	0.044	14765.36628040871
52	260	0.045	14765.36628040871
53	265	0.045	14680.616986584108
54	270	0.046	14680.616986584108
55	275	0.047	14652.531512763579
56	280	0.047	14652.531512763579
57	285	0.048	14623.121455523753
58	290	0.048	14606.787121021283
59	295	0.049	14606.787121021283
60	300	0.049	14606.787121021283
61	305	0.05	14606.787121021283
62	310	0.05	14606.787121021283
63	315	0.051	14606.200161255503
64	320	0.051	14565.494601145696
65	325	0.052	14510.7979979768
66	330	0.052	14510.7979979768
67	335	0.053	14510.7979979768
68	340	0.053	14429.46449036694
69	345	0.054	14396.660739463196
70	350	0.054	14375.197191176028
71	355	0.055	14375.197191176028
72	360	0.055	14375.197191176028
73	365	0.056	14287.154645125813
74	370	0.057	14287.154645125813
75	375	0.057	14287.154645125813
76	380	0.058	14287.154645125813
