iteration	evaluations	runtime[s]	distance[MIN]
1	5	0.003	15516.824566489895
2	10	0.005	15516.824566489895
3	15	0.007	15372.811030096842
4	20	0.008	15372.811030096842
5	25	0.009	15372.811030096842
6	30	0.01	15372.811030096842
7	35	0.011	15360.036361523331
8	40	0.012	15234.28800329744
9	45	0.013	15234.28800329744
10	50	0.014	15234.28800329744
11	55	0.015	15234.28800329744
12	60	0.016	15234.28800329744
13	65	0.017	15234.28800329744
14	70	0.018	15234.28800329744
15	75	0.018	15151.078536697509
16	80	0.019	15151.078536697509
17	85	0.02	15151.078536697509
18	90	0.021	15151.078536697509
19	95	0.022	15086.415327470984
20	100	0.023	15086.415327470984
21	105	0.024	15002.815036894553
22	110	0.025	15002.815036894553
23	115	0.025	14966.424662347943
24	120	0.026	14966.424662347943
25	125	0.027	14966.424662347943
26	130	0.027	14966.424662347943
27	135	0.028	14966.424662347943
28	140	0.029	14949.222128491037
29	145	0.029	14949.222128491037
30	150	0.03	14949.222128491037
31	155	0.03	14915.029498718906
32	160	0.031	14915.029498718906
33	165	0.031	14915.029498718906
34	170	0.032	14915.029498718906
35	175	0.032	14864.204016950438
36	180	0.033	14864.204016950438
37	185	0.033	14864.204016950438
38	190	0.034	14864.204016950438
39	195	0.034	14862.115474059725
40	200	0.035	14862.115474059725
41	205	0.035	14862.115474059725
42	210	0.036	14862.115474059725
43	215	0.036	14862.115474059725
44	220	0.037	14862.115474059725
45	225	0.037	14862.115474059725
46	230	0.038	14862.115474059725
47	235	0.039	14860.943461963534
48	240	0.039	14830.617658625431
49	245	0.04	14830.617658625431
50	250	0.04	14830.617658625431
51	255	0.041	14823.960459775271
52	260	0.041	14823.960459775271
53	265	0.042	14823.960459775271
54	270	0.042	14823.960459775271
55	275	0.042	14811.296963837225
56	280	0.043	14811.296963837225
57	285	0.043	14732.195399639395
58	290	0.044	14732.195399639395
59	295	0.044	14678.56585543147
60	300	0.045	14678.56585543147
61	305	0.045	14678.56585543147
62	310	0.045	14651.5286309852
63	315	0.046	14651.5286309852
64	320	0.046	14651.5286309852
65	325	0.047	14651.5286309852
66	330	0.047	14630.290780166904
67	335	0.048	14623.864247714491
68	340	0.048	14589.771803126872
69	345	0.048	14589.771803126872
70	350	0.049	14589.771803126872
71	355	0.049	14589.771803126872
72	360	0.05	14545.205476660458
73	365	0.05	14545.205476660458
74	370	0.051	14542.467113665321
75	375	0.051	14513.63081440554
76	380	0.052	14513.63081440554
77	385	0.052	14454.067691557982
78	390	0.053	14454.067691557982
79	395	0.053	14454.067691557982
80	400	0.053	14435.275281664897
81	405	0.054	14435.275281664897
82	410	0.054	14435.275281664897
83	415	0.055	14435.124347570709
84	420	0.055	14418.503407289849
85	425	0.056	14418.503407289849
86	430	0.056	14332.63758566173
87	435	0.057	14332.63758566173
88	440	0.057	14332.63758566173
89	445	0.058	14332.63758566173
90	450	0.058	14231.218360568337
91	455	0.059	14231.218360568337
92	460	0.059	14231.218360568337
93	465	0.06	14214.184896398543
94	470	0.06	14214.184896398543
95	475	0.06	14147.72712935223
96	480	0.061	14147.72712935223
97	485	0.061	14147.72712935223
98	490	0.062	14147.72712935223
99	495	0.062	14147.72712935223
100	500	0.062	14147.72712935223
101	505	0.063	14147.72712935223
102	510	0.063	14147.72712935223
103	515	0.063	14144.880936524556
104	520	0.063	14144.880936524556
105	525	0.064	14144.880936524556
106	530	0.064	14144.880936524556
107	535	0.064	14144.880936524556
108	540	0.065	14072.323841400788
109	545	0.065	14027.757383017686
110	550	0.065	14027.757383017686
111	555	0.066	14025.816466600738
112	560	0.066	14025.816466600738
113	565	0.066	14025.816466600738
114	570	0.067	14025.816466600738
115	575	0.067	14025.816466600738
116	580	0.067	14025.816466600738
117	585	0.068	13978.745057539034
118	590	0.068	13978.745057539034
119	595	0.068	13978.745057539034
120	600	0.069	13978.745057539034
121	605	0.069	13978.745057539034
122	610	0.069	13978.745057539034
123	615	0.07	13978.745057539034
124	620	0.07	13978.745057539034
125	625	0.07	13978.745057539034
126	630	0.071	13978.745057539034
127	635	0.071	13978.745057539034
128	640	0.071	13909.119197690661
129	645	0.072	13909.119197690661
130	650	0.072	13806.004675774317
131	655	0.072	13806.004675774317
132	660	0.073	13806.004675774317
133	665	0.073	13806.004675774317
134	670	0.073	13806.004675774317
135	675	0.073	13641.83346699115
136	680	0.074	13641.83346699115
137	685	0.074	13591.947009187177
138	690	0.074	13561.238435825377
139	695	0.075	13561.238435825377
140	700	0.075	13490.859876467559
141	705	0.075	13490.859876467559
142	710	0.076	13490.859876467559
143	715	0.076	13490.859876467559
144	720	0.076	13490.859876467559
145	725	0.076	13484.458634065355
146	730	0.077	13426.930515001583
147	735	0.077	13426.930515001583
148	740	0.077	13426.930515001583
149	745	0.078	13319.30931126498
150	750	0.078	13319.30931126498
151	755	0.078	13319.30931126498
152	760	0.079	13308.03659714811
153	765	0.079	13308.03659714811
154	770	0.079	13308.03659714811
155	775	0.079	13288.260316394804
156	780	0.08	13288.260316394804
157	785	0.08	13233.393754617711
158	790	0.08	13233.393754617711
159	795	0.081	13233.393754617711
160	800	0.081	13233.393754617711
161	805	0.081	13233.393754617711
162	810	0.084	13223.591948323074
163	815	0.084	13223.591948323074
164	820	0.084	13223.591948323074
165	825	0.085	13223.591948323074
166	830	0.085	13128.33650469805
167	835	0.085	13083.556233678708
168	840	0.086	13083.556233678708
169	845	0.086	13083.556233678708
170	850	0.086	13083.556233678708
171	855	0.087	13083.556233678708
172	860	0.087	13083.556233678708
173	865	0.087	12981.23543999889
174	870	0.087	12981.23543999889
175	875	0.088	12973.05623440086
176	880	0.088	12973.05623440086
177	885	0.088	12973.05623440086
178	890	0.088	12928.310422151762
179	895	0.089	12872.929755480856
180	900	0.089	12872.929755480856
181	905	0.09	12852.148655316358
182	910	0.09	12826.139283292217
183	915	0.09	12826.139283292217
184	920	0.09	12826.139283292217
185	925	0.091	12826.139283292217
186	930	0.091	12826.139283292217
187	935	0.091	12826.139283292217
188	940	0.091	12821.297822218738
189	945	0.092	12733.236888842112
190	950	0.092	12733.236888842112
191	955	0.092	12733.236888842112
192	960	0.092	12733.236888842112
193	965	0.093	12733.236888842112
194	970	0.093	12733.236888842112
195	975	0.093	12733.236888842112
196	980	0.094	12733.236888842112
197	985	0.095	12712.21454272114
198	990	0.095	12712.21454272114
199	995	0.096	12712.21454272114
200	1000	0.096	12712.21454272114
201	1005	0.097	12658.955543067175
202	1010	0.097	12658.955543067175
203	1015	0.098	12602.45771538046
204	1020	0.098	12602.45771538046
205	1025	0.099	12602.45771538046
206	1030	0.099	12602.45771538046
207	1035	0.099	12602.45771538046
208	1040	0.1	12602.45771538046
209	1045	0.1	12602.45771538046
210	1050	0.101	12566.248247779276
211	1055	0.101	12566.248247779276
212	1060	0.101	12562.734535091375
213	1065	0.101	12562.734535091375
214	1070	0.102	12562.734535091375
215	1075	0.102	12562.734535091375
216	1080	0.102	12540.755872078196
217	1085	0.102	12540.755872078196
218	1090	0.103	12540.755872078196
219	1095	0.103	12540.755872078196
220	1100	0.103	12540.755872078196
221	1105	0.103	12537.565258834802
222	1110	0.104	12537.565258834802
223	1115	0.104	12537.565258834802
224	1120	0.104	12537.565258834802
225	1125	0.104	12537.565258834802
226	1130	0.105	12537.565258834802
227	1135	0.105	12537.565258834802
228	1140	0.105	12535.343353649463
229	1145	0.105	12535.343353649463
230	1150	0.106	12505.340357482644
231	1155	0.106	12505.340357482644
232	1160	0.106	12505.340357482644
