iteration	evaluations	runtime[s]	distance[MIN]
1	137	0.024	14876.587346063581
2	274	0.045	14876.587346063581
3	411	0.06	14856.884509478654
4	548	0.07	14611.376888742754
5	685	0.084	14376.216953192557
6	822	0.098	14376.216953192557
7	959	0.11	14376.216953192557
8	1096	0.118	14131.310465635484
9	1233	0.126	14095.478849681333
10	1370	0.134	13965.385527243567
11	1507	0.142	13955.443834241278
12	1644	0.151	13955.443834241278
13	1781	0.158	13528.785254396627
14	1918	0.166	13476.287134987164
15	2055	0.173	13370.777274145317
16	2192	0.181	13367.340608039654
17	2329	0.193	13225.425765530288
18	2466	0.199	13116.978393804025
19	2603	0.204	12966.673784423307
20	2740	0.209	12966.673784423307
21	2877	0.214	12966.673784423307
22	3014	0.218	12966.673784423307
23	3151	0.223	12966.673784423307
24	3288	0.228	12917.899496535954
25	3425	0.232	12905.804718864396
26	3562	0.237	12872.310021046766
27	3699	0.242	12830.910825741836
28	3836	0.247	12787.995213106578
29	3973	0.252	12769.07931589722
30	4110	0.256	12769.07931589722
31	4247	0.26	12697.270523168745
32	4384	0.265	12697.270523168745
33	4521	0.269	12692.180384503112
34	4658	0.273	12588.316097469486
35	4795	0.278	12588.316097469486
36	4932	0.283	12528.626178263356
37	5069	0.287	12528.626178263356
38	5206	0.292	12528.626178263356
39	5343	0.296	12512.393440411577
40	5480	0.301	12465.393447253158
41	5617	0.305	12465.393447253158
42	5754	0.31	12370.872755863122
43	5891	0.315	12370.872755863122
44	6028	0.319	12340.47510132627
45	6165	0.324	12220.128738204116
46	6302	0.333	12175.602724193432
47	6439	0.337	12175.602724193432
48	6576	0.342	12129.578960097953
49	6713	0.347	12100.197945303908
50	6850	0.352	12100.197945303908
51	6987	0.356	12079.248764172931
52	7124	0.361	12078.598305165935
53	7261	0.366	12070.47055233288
54	7398	0.371	12022.424076960477
55	7535	0.376	11919.080317341728
56	7672	0.381	11903.304894924959
57	7809	0.385	11860.173629918034
58	7946	0.391	11860.173629918034
59	8083	0.396	11860.173629918034
60	8220	0.401	11822.211958330583
61	8357	0.406	11663.976731679104
62	8494	0.412	11616.73008185603
63	8631	0.417	11616.73008185603
64	8768	0.422	11616.73008185603
65	8905	0.428	11616.73008185603
66	9042	0.433	11509.579624041886
67	9179	0.437	11509.579624041886
68	9316	0.443	11502.63937299128
69	9453	0.449	11502.63937299128
70	9590	0.453	11502.63937299128
71	9727	0.459	11371.131931061671
72	9864	0.465	11371.131931061671
73	10001	0.469	11371.131931061671
74	10138	0.474	11368.829281421113
75	10275	0.483	11291.795446026323
76	10412	0.487	11291.795446026323
77	10549	0.492	11260.404155960434
78	10686	0.496	11202.4562333806
79	10823	0.501	11202.4562333806
80	10960	0.506	11187.689742930903
81	11097	0.51	11132.63873667391
82	11234	0.515	11132.63873667391
83	11371	0.519	11121.086937744478
84	11508	0.524	11034.400021512965
85	11645	0.528	10998.784157861744
86	11782	0.533	10872.277712521141
87	11919	0.538	10872.277712521141
88	12056	0.542	10872.277712521141
89	12193	0.546	10872.277712521141
90	12330	0.551	10846.88812721815
91	12467	0.556	10845.329746338954
92	12604	0.561	10845.329746338954
93	12741	0.565	10819.050790739799
94	12878	0.571	10785.863390125329
95	13015	0.577	10777.550446125439
96	13152	0.581	10744.625391081185
97	13289	0.585	10717.770994317789
98	13426	0.591	10717.770994317789
99	13563	0.595	10684.104943364833
100	13700	0.599	10673.85106088468
101	13837	0.603	10668.9855054156
102	13974	0.609	10668.9855054156
103	14111	0.614	10554.61590542876
104	14248	0.619	10554.61590542876
105	14385	0.628	10460.609276071988
106	14522	0.633	10460.609276071988
107	14659	0.637	10460.609276071988
108	14796	0.641	10416.301625761851
109	14933	0.646	10368.787870478198
110	15070	0.65	10228.694654966162
111	15207	0.654	10228.694654966162
112	15344	0.659	10228.694654966162
113	15481	0.663	10228.694654966162
114	15618	0.667	10228.694654966162
115	15755	0.671	10181.561044649085
116	15892	0.675	10163.459411013846
117	16029	0.679	10163.459411013846
118	16166	0.683	10163.459411013846
119	16303	0.687	10163.459411013846
120	16440	0.691	10137.316107309733
121	16577	0.695	10116.25488070268
122	16714	0.699	10113.675985207585
123	16851	0.704	10089.577507818514
124	16988	0.708	10070.53809313198
125	17125	0.712	10059.113236888563
126	17262	0.716	10056.055178353448
127	17399	0.72	10056.055178353448
128	17536	0.725	10014.621058818695
129	17673	0.729	9910.542159567818
130	17810	0.733	9910.542159567818
131	17947	0.737	9910.542159567818
132	18084	0.741	9910.542159567818
133	18221	0.745	9910.542159567818
134	18358	0.75	9832.480459405997
135	18495	0.754	9832.480459405997
136	18632	0.759	9811.580272496098
137	18769	0.763	9750.076505350491
138	18906	0.768	9700.201252419662
139	19043	0.772	9700.201252419662
140	19180	0.776	9700.201252419662
141	19317	0.78	9650.787067285755
142	19454	0.785	9591.935656104739
143	19591	0.789	9590.752700088413
144	19728	0.794	9564.594194236817
145	19865	0.798	9564.594194236817
146	20002	0.802	9564.594194236817
147	20139	0.806	9556.08652216973
148	20276	0.81	9539.443066951462
149	20413	0.814	9539.443066951462
150	20550	0.819	9513.1917579992
151	20687	0.823	9487.936344909765
152	20824	0.827	9445.104226990934
153	20961	0.831	9445.104226990934
154	21098	0.835	9442.829913362099
155	21235	0.839	9442.829913362099
156	21372	0.843	9380.880421872957
157	21509	0.847	9376.237553011548
158	21646	0.851	9328.530346171254
159	21783	0.855	9328.530346171254
160	21920	0.859	9328.530346171254
161	22057	0.863	9328.530346171254
162	22194	0.869	9328.530346171254
163	22331	0.873	9312.929917388949
164	22468	0.881	9260.369438737074
165	22605	0.885	9243.067812193649
166	22742	0.89	9243.067812193649
167	22879	0.894	9226.537978847186
168	23016	0.898	9226.537978847186
169	23153	0.902	9223.82385560581
170	23290	0.905	9191.872264590631
171	23427	0.91	9160.427124248747
172	23564	0.914	9160.427124248747
173	23701	0.918	9158.533402835015
174	23838	0.921	9158.533402835015
175	23975	0.925	9120.765140099778
176	24112	0.929	9073.536513139525
177	24249	0.933	9059.654837697335
178	24386	0.937	9059.654837697335
179	24523	0.941	9043.11931598748
180	24660	0.945	8964.408354549403
181	24797	0.949	8964.408354549403
182	24934	0.953	8964.408354549403
183	25071	0.957	8964.408354549403
184	25208	0.961	8964.408354549403
185	25345	0.965	8953.750788019961
186	25482	0.969	8945.648735046363
187	25619	0.973	8940.306983807252
188	25756	0.976	8906.237052007435
189	25893	0.98	8895.27172038036
190	26030	0.984	8890.599580450747
191	26167	0.988	8875.092072883957
192	26304	0.992	8815.102857240694
193	26441	0.996	8815.102857240694
194	26578	1.0	8815.102857240694
195	26715	1.004	8780.303573670679
196	26852	1.008	8780.303573670679
197	26989	1.012	8780.303573670679
198	27126	1.016	8762.442601386396
199	27263	1.02	8762.442601386396
200	27400	1.023	8762.442601386396
201	27537	1.027	8762.442601386396
202	27674	1.031	8728.403689797615
203	27811	1.035	8671.27270120356
204	27948	1.038	8662.136621622387
205	28085	1.042	8653.301047327484
206	28222	1.046	8625.94765873121
207	28359	1.05	8625.94765873121
208	28496	1.054	8625.94765873121
209	28633	1.058	8625.94765873121
210	28770	1.062	8625.94765873121
211	28907	1.066	8605.201394424232
212	29044	1.07	8560.251246312868
213	29181	1.073	8560.251246312868
214	29318	1.077	8557.13239189165
215	29455	1.081	8557.13239189165
216	29592	1.085	8491.020783329404
217	29729	1.088	8491.020783329404
218	29866	1.092	8491.020783329404
219	30003	1.096	8491.020783329404
220	30140	1.1	8491.020783329404
221	30277	1.103	8491.020783329404
222	30414	1.107	8491.020783329404
223	30551	1.111	8454.144906579239
224	30688	1.119	8454.144906579239
225	30825	1.123	8425.619148994132
226	30962	1.127	8425.619148994132
227	31099	1.131	8425.619148994132
228	31236	1.135	8423.377288899033
229	31373	1.139	8421.764007040969
230	31510	1.143	8417.0374815303
231	31647	1.147	8369.767455172463
232	31784	1.151	8337.966046501795
233	31921	1.155	8337.966046501795
234	32058	1.159	8337.966046501795
235	32195	1.163	8310.340031109774
236	32332	1.167	8300.939011926981
237	32469	1.172	8250.880494520925
238	32606	1.176	8250.880494520925
239	32743	1.18	8231.534195541424
240	32880	1.184	8231.534195541424
241	33017	1.188	8221.176888537615
242	33154	1.192	8221.176888537615
243	33291	1.196	8221.176888537615
244	33428	1.2	8208.893665613487
245	33565	1.204	8208.893665613487
246	33702	1.208	8208.893665613487
247	33839	1.211	8179.778796671453
248	33976	1.215	8174.6064271190035
249	34113	1.219	8174.6064271190035
250	34250	1.223	8130.116677695598
251	34387	1.227	8082.033251992718
252	34524	1.231	8082.033251992718
253	34661	1.235	8082.033251992718
254	34798	1.239	8082.033251992718
255	34935	1.243	8082.033251992718
256	35072	1.248	8082.033251992718
257	35209	1.252	8082.033251992718
258	35346	1.256	8062.171900621932
259	35483	1.26	8062.171900621932
260	35620	1.264	8057.149691455479
261	35757	1.268	8019.474777476447
262	35894	1.272	8019.474777476447
263	36031	1.276	8019.474777476447
264	36168	1.28	8006.57084431066
265	36305	1.283	8006.57084431066
266	36442	1.287	8006.57084431066
267	36579	1.291	8006.57084431066
268	36716	1.296	7995.831506960499
269	36853	1.299	7984.008196883617
270	36990	1.303	7984.008196883617
271	37127	1.307	7984.008196883617
272	37264	1.311	7984.008196883617
273	37401	1.314	7984.008196883617
274	37538	1.318	7980.55211235931
275	37675	1.321	7960.274068495865
276	37812	1.325	7928.5787522571845
277	37949	1.329	7928.5787522571845
278	38086	1.332	7919.474080358154
279	38223	1.336	7919.474080358154
280	38360	1.34	7913.939386732534
281	38497	1.344	7913.939386732534
282	38634	1.348	7886.6758233938235
283	38771	1.352	7886.6758233938235
