List4
5748.958984730885
5785.3518834389715
5891.258804988511
5940.953981974091
5712.877640439889
5791.931176454074
5848.8472232319655
5787.403045368157
6047.599168446379
5896.861534381243
5912.3031784337945
6007.330960084271
5763.78367683751
5450.5036197129475
6063.991734279473
5729.345644848846
5795.949207640473
5809.226128855261
5690.556542674884
5839.003667462114
5715.442113863616
5886.213191936685
5719.706515875799
5792.224599343961
5719.16867910569
6031.322033774528
6008.736644339471
5671.764536251584
5832.785989373609
5767.592566003707
