List3
5594.792510138436
5270.543497354245
5592.06631678177
5295.10409206813
5390.956754312516
5472.970700074247
5502.343570130804
5692.823756184406
5404.083901703488
5542.081459144858
5695.44739346429
5332.424899060451
5440.611363111257
5179.9218442484635
5217.841130849676
5634.799194057928
5447.665681029719
5594.363304906311
5356.781108954879
5682.219309469504
5441.085236766371
5207.852801379214
5367.4431625184725
5470.703604030511
5478.797144229238
5755.896531028313
5629.295616751708
5142.958061675171
5414.8010181678565
5480.127643804966
