List2
9457.885985196659
9647.303912052468
9132.799363800279
9321.860147470958
8873.422543563538
9050.971974161142
9304.485446979741
9464.14967092753
9499.65704866974
9339.77793788137
9250.771941166517
9364.395855338245
9368.834892463447
9180.810960057506
9439.311685567218
9218.132940369758
9527.363445806106
8951.863892816038
9537.98635111004
9571.527014441537
9700.348444829368
9244.735748990171
9382.974336597621
9103.075353788792
9475.767850106167
9164.394334750661
8624.311811667008
9316.84168542324
9383.491924901671
9479.25471264315
