List1
8974.20225104981
9561.074095968737
9548.600680540572
9137.428370084115
9330.982559570019
8941.456074368623
9264.43218317618
8650.598281684848
9477.773624212054
9002.332517710862
8953.438642732426
8850.451584848033
9008.757964450628
9082.933853304958
9363.308139868102
9231.43812763973
9113.44027966062
9204.885589369422
8954.619563160302
8937.061969974015
9144.087892411619
9024.655915907693
9291.715977296502
9568.703212885724
9124.225548715822
9127.578004816089
9418.89778374202
9061.396185844349
9386.354536077371
9196.826881704419
